,path,keywords,keywords_by_double_tab
1396,20231226_161234_jpg.rf6.jpg,"['CU', '24h open']",CU		24h open
1397,20231226_161234_jpg.rf7.jpg,"['시카리', '3F', 'SajU ROOM']",시카리		3F		SajU ROOM
1398,20231226_161236_jpg.rf.jpg,"['힐', 'M', '할어문', '0280']",힐		M		할어문		0280
1399,20231226_161236_jpg.rf2.jpg,"['풍', '스', 'w장']",풍		스		w장
1400,20231226_161236_jpg.rf3.jpg,['사노노래홀방'],사노노래홀방
1401,20231226_161236_jpg.rf4.jpg,['마지예유집'],마지예유집
1402,20231226_161242_jpg.rf.jpg,"['핫바', 'HOT BAR일']",핫바		HOT BAR일
1403,20231226_161242_jpg.rf2.jpg,['라마다 노래서방'],라마다 노래서방
1404,20231226_161242_jpg.rf3.jpg,['문감노래토터'],문감노래토터
1405,20231226_161242_jpg.rf4.jpg,"['CU', '24h open']",CU		24h open
1406,20231226_161245_jpg.rf.jpg,"['새벽집한우명가', '약전화 384-8592']",새벽집한우명가		약전화 384-8592
1407,20231226_161245_jpg.rf2.jpg,['고육자'],고육자
1408,20231226_161257_jpg.rf.jpg,"['se/en', 'mmm', '& 오피스텔']",se/en		mmm		& 오피스텔
1409,20231226_161257_jpg.rf2.jpg,"['타', '센터', 'Center', 'herapy', '코인노']",타		센터		Center		herapy		코인노
1410,20231226_161257_jpg.rf3.jpg,"['Se', 'en', '코인노래편습자']",Se		en		코인노래편습자
1411,20231226_161257_jpg.rf4.jpg,['코인노래편스자'],코인노래편스자
1412,20231226_161257_jpg.rf5.jpg,"['코품가', 'TOUR', '국', 'he', '태', '2F 예약', '마인드스프', '토너면/트', '보탄타이', '테라피센터', '코인노', 'Bop스N hai Therapoy center']",코품가		TOUR		국		he		태		2F 예약		마인드스프		토너면/트		보탄타이		테라피센터		코인노		Bop스N hai Therapoy center
1413,20231226_161257_jpg.rf6.jpg,"['큐금품가리', 'TOu', '태', '마인디스E', '토너면트', '대화품', '라타이', '세터', 'tel']",큐금품가리		TOu		태		마인디스E		토너면트		대화품		라타이		세터		tel
1414,20231226_161303_jpg.rf.jpg,"['레콜러스홀덤펍', ""REGULAR 'S"", '3F', '마인드스포츠', 'A', '토너먼트', ""TOURNAMENT HOLD'EM PUB"", '대회출전']",레콜러스홀덤펍		REGULAR 'S		3F		마인드스포츠		A		토너먼트		TOURNAMENT HOLD'EM PUB		대회출전
1415,20231226_161303_jpg.rf2.jpg,"['2F', 'onal Massag', '보란타이', '태국전통 마사지', '테라피센터', 'wwwborancokr', '2F 예약문의 382-1372매', 'BoRAN thaiTherapy Center']",2F		onal Massag		보란타이		태국전통 마사지		테라피센터		wwwborancokr		2F 예약문의 382-1372매		BoRAN thaiTherapy Center
1416,20231226_161303_jpg.rf3.jpg,"['코인노래연습장', 'B1', 'Se', 'en']",코인노래연습장		B1		Se		en
1417,20231226_161303_jpg.rf4.jpg,['피시테'],피시테
1418,20231226_161303_jpg.rf5.jpg,"['장구상무점', '3840202', '가맹점문의', 'DHEONGDAM', '유자점', '미주 래포P', '1B99-1791', 'LEESANG']",장구상무점		3840202		가맹점문의		DHEONGDAM		유자점		미주 래포P		1B99-1791		LEESANG
1419,20231226_161304_jpg.rf.jpg,"['은밥', '종', '딩']",은밥		종		딩
1420,20231226_161322_jpg.rf.jpg,"['마랑마', 'EImINCEN', '382-0013']",마랑마		EImINCEN		382-0013
1421,20231226_161322_jpg.rf2.jpg,"['d밤BAR', '5F', 'O', '065']",d밤BAR		5F		O		065
1422,20231226_161323_jpg.rf.jpg,"['샤인호텔', 'SHINE HOTEL', 'SHINE HOTEL']",샤인호텔		SHINE HOTEL		SHINE HOTEL
1423,20231226_161323_jpg.rf2.jpg,['유흥주점'],유흥주점
1424,20231226_161323_jpg.rf3.jpg,"['프리미엄소코기코스요리 전문점', '규이치', 'GYUICHI PREMIUM OMAKASE']",프리미엄소코기코스요리 전문점		규이치		GYUICHI PREMIUM OMAKASE
1425,20231226_161323_jpg.rf4.jpg,['wiog'],wiog
1426,20231226_161330_jpg.rf.jpg,"['샤인호텔', 'ShINE MOTEL', 'SINE HOTEL']",샤인호텔		ShINE MOTEL		SINE HOTEL
1427,20231226_161330_jpg.rf2.jpg,"['푸켓태국 필럼스파벨', '전플탈/터마른/VW', '24시 영업 373-3748 4F']",푸켓태국 필럼스파벨		전플탈/터마른/VW		24시 영업 373-3748 4F
1428,20231226_161331_jpg.rf.jpg,"['진BAR', '7F']",진BAR		7F
1429,20231226_161331_jpg.rf2.jpg,"['장물 리집', '믿고가는', '룸즈에이 | 상무점', '6F', '062383-8069']",장물 리집		믿고가는		룸즈에이 | 상무점		6F		062383-8069
1430,20231226_161343_jpg.rf.jpg,"['#인스타', '5F', 'BUSINESS신']",#인스타		5F		BUSINESS신
1431,20231226_161343_jpg.rf2.jpg,"['노래홀', '유흥주점']",노래홀		유흥주점
1432,20231226_161343_jpg.rf3.jpg,"['스크린야구', '다임께야', '공', 'BASEBALL GALD', '사격나트 6FT385-3508']",스크린야구		다임께야		공		BASEBALL GALD		사격나트 6FT385-3508
1433,20231226_161343_jpg.rf4.jpg,['EAVEN룸카페 3F'],EAVEN룸카페 3F
1434,20231226_161343_jpg.rf5.jpg,['HEAVEN룸카'],HEAVEN룸카
1435,20231226_161343_jpg.rf6.jpg,"['다함께o구', 'FEN BASEBAL', '사격마트 6F T385-3508']",다함께o구		FEN BASEBAL		사격마트 6F T385-3508
1436,20231226_161351_jpg.rf.jpg,"['OUTSYATCH', '투이워치', '참고 맹이이 네일 전이']",OUTSYATCH		투이워치		참고 맹이이 네일 전이
1437,20231226_161351_jpg.rf2.jpg,"['시그날', 'Business Rom', '유흥주점2F']",시그날		Business Rom		유흥주점2F
1438,20231226_161351_jpg.rf3.jpg,"['ToPresson', 'NoFRESH COFFEE', '토프레소 상무점']",ToPresson		NoFRESH COFFEE		토프레소 상무점
1439,20231226_161351_jpg.rf4.jpg,['죽암빌딩'],죽암빌딩
1440,20231226_161351_jpg.rf5.jpg,"['B로', 'LOUNGE PUB &', '2F', '포커만이프', 'HOIDEM BAR', 'POKER LIFE']",B로		LOUNGE PUB &		2F		포커만이프		HOIDEM BAR		POKER LIFE
1441,20231226_161351_jpg.rf6.jpg,"['3F', 'SEVEN']",3F		SEVEN
1442,20231226_161351_jpg.rf7.jpg,"['푸', 'LOUNGE PUB &', '2F', '포커라이프', '커플룸', 'HOLDEm BAR', 'ER LIF']",푸		LOUNGE PUB &		2F		포커라이프		커플룸		HOLDEm BAR		ER LIF
1443,20231226_161351_jpg.rf8.jpg,"['방족마사지전""', '062', '382', '오908', '속박가능', '자인사왕완회', '인요리미 영', '아로레n 만리']","방족마사지전""		062		382		오908		속박가능		자인사왕완회		인요리미 영		아로레n 만리"
1444,20231226_161351_jpg.rf9.jpg,['나'],나
1445,20231226_161355_jpg.rf.jpg,['죽암빌딩'],죽암빌딩
1446,20231226_161400_jpg.rf.jpg,"['시그날', 'Business Room', '유흥주점 2F']",시그날		Business Room		유흥주점 2F
1447,20231226_161400_jpg.rf2.jpg,"['0족마사지주점', '362', '82', '908']",0족마사지주점		362		82		908
1448,20231226_161404_jpg.rf.jpg,"['장m', '하루에 한 번 술잔을 부딪히다', '가h맹문의 181-80581', 'WINNERS F&D', '연주장', '매전왕', '일반음식점 |광주강우점']",장m		하루에 한 번 술잔을 부딪히다		가h맹문의 181-80581		WINNERS F&D		연주장		매전왕		일반음식점 |광주강우점
1449,20231226_161404_jpg.rf2.jpg,"['수일', '작일']",수일		작일
1450,20231226_161404_jpg.rf3.jpg,"['하루에 한 번 술잔을 부딪히다', 'INNERS F&D', '수장', '수발']",하루에 한 번 술잔을 부딪히다		INNERS F&D		수장		수발
1451,20231226_161404_jpg.rf4.jpg,['가맹문의 1811-8058'],가맹문의 1811-8058
1452,20231226_161404_jpg.rf5.jpg,"['하루에 한 번 술잔을 부딪히다', '가맹문', '시']",하루에 한 번 술잔을 부딪히다		가맹문		시
1453,20231226_161406_jpg.rf.jpg,"['마스터스관광호텔', 'HOTEL MASTERS']",마스터스관광호텔		HOTEL MASTERS
1454,20231226_161409_jpg.rf.jpg,"['MAT', '스', 'FN', '신개널', '5F', '사로', '안마', 'E', '국립시스', '카', '판매기기', '오E:']",MAT		스		FN		신개널		5F		사로		안마		E		국립시스		카		판매기기		오E:
1455,20231226_161409_jpg.rf2.jpg,"['5F', '4F', '휴스통&아로마', '457-0100']",5F		4F		휴스통&아로마		457-0100
1456,20231226_161409_jpg.rf3.jpg,"['BA담', '3F']",BA담		3F
1457,20231226_161409_jpg.rf4.jpg,"['본야주은', '등']",본야주은		등
1458,20231226_161409_jpg.rf5.jpg,"['S', 'S']",S		S
1459,20231226_161417_jpg.rf.jpg,"['BANOE', '지하', 'EAE BAR', '2F']",BANOE		지하		EAE BAR		2F
1460,20231226_161417_jpg.rf2.jpg,"['BNOBE', '지하']",BNOBE		지하
1461,20231226_161417_jpg.rf3.jpg,"['소녀시T BAR', '2F']",소녀시T BAR		2F
1462,20231226_161419_jpg.rf.jpg,"['투제e회', '6']",투제e회		6
1463,20231226_161421_jpg.rf.jpg,['Nic'],Nic
1464,20231226_161421_jpg.rf2.jpg,"['/', '가PE류일완비']",/		가PE류일완비
1465,20231226_161421_jpg.rf3.jpg,"['Ni', 'AZTAR', 'A', 'Z포E']",Ni		AZTAR		A		Z포E
1466,20231226_161421_jpg.rf4.jpg,['네리모밀'],네리모밀
1467,20231226_161424_jpg.rf.jpg,"['R수아하해미', '4F 5F']",R수아하해미		4F 5F
1468,20231226_161430_jpg.rf.jpg,['2F'],2F
1469,20231226_161430_jpg.rf2.jpg,"['김', '세리모텔', '파장살호방링', 'VPE 실 완비', '385888', '예약전화', '주차장입구', '카운터 ']",김		세리모텔		파장살호방링		VPE 실 완비		385888		예약전화		주차장입구		카운터 
1470,20231226_161430_jpg.rf3.jpg,"['BAR', '사무']",BAR		사무
1471,20231226_161430_jpg.rf4.jpg,['ㅈ빛'],ㅈ빛
1472,20231226_161433_jpg.rf.jpg,['차리모텔'],차리모텔
1473,20231226_161437_jpg.rf.jpg,"['7080', '라이브', 'T381-7179 지하']",7080		라이브		T381-7179 지하
1474,20231226_161437_jpg.rf2.jpg,"['1시간4만원', '6F루썸 T373-1020']",1시간4만원		6F루썸 T373-1020
1475,20231226_161437_jpg.rf3.jpg,"['소녀시대BAR', '2F']",소녀시대BAR		2F
1476,20231226_161442_jpg.rf.jpg,"['싸국도', '7080', '라이브', 'T381-7179 지하']",싸국도		7080		라이브		T381-7179 지하
1477,20231226_161443_jpg.rf.jpg,['첨단안마'],첨단안마
1478,20231226_161443_jpg.rf2.jpg,[],
1479,20231226_161444_jpg.rf.jpg,"['1시간 4반원', '6F루썸 T373-1020']",1시간 4반원		6F루썸 T373-1020
1480,20231226_161444_jpg.rf2.jpg,[],
1481,20231226_161449_jpg.rf.jpg,['첨린안마'],첨린안마
1482,20231226_161449_jpg.rf2.jpg,"['더기', ' 2F', 'B1', '노래홀', '물감', '유흥주점', 'DOLGA', 'SI']",더기		 2F		B1		노래홀		물감		유흥주점		DOLGA		SI
1483,20231226_161449_jpg.rf3.jpg,"['A슨', '라마다노래홀3F', '2F']",A슨		라마다노래홀3F		2F
1484,20231226_161449_jpg.rf4.jpg,"['7', '자ie', 'n']",7		자ie		n
1485,20231226_161449_jpg.rf5.jpg,"['노래홀', '유흥주점 3E']",노래홀		유흥주점 3E
1486,20231226_161450_jpg.rf.jpg,"['C산', '통해도식 징기스칸 양고기 전문점', '히스지아', '김', '돌주광주상무점']",C산		통해도식 징기스칸 양고기 전문점		히스지아		김		돌주광주상무점
1487,20231226_161457_jpg.rf.jpg,"['&', '청제수육돼지전문점', '압주림!', '광주상무점 T062-373-5659']",&		청제수육돼지전문점		압주림!		광주상무점 T062-373-5659
1488,20231226_161457_jpg.rf2.jpg,[],
1489,20231226_161457_jpg.rf3.jpg,[],
1490,20231226_161457_jpg.rf4.jpg,['GAM'],GAM
1491,20231226_161500_jpg.rf.jpg,['이'],이
1492,20231226_161500_jpg.rf2.jpg,[],
1493,20231226_161500_jpg.rf3.jpg,"['소녀시대Bar', 'F']",소녀시대Bar		F
1494,20231226_161500_jpg.rf4.jpg,"['실포타인', '채', '메인', '3F', '가페 3어어', 'maihi', 'whiskey & Beer Wine Bar', 'O']",실포타인		채		메인		3F		가페 3어어		maihi		whiskey & Beer Wine Bar		O
1495,20231226_161506_jpg.rf.jpg,"['S예A 예ONE', '대AKYA', 'MODEN JAPANESE STYLE', '2F', '체/인/점/문/의', '1544-9202', '상무본점', '383-5595']",S예A 예ONE		대AKYA		MODEN JAPANESE STYLE		2F		체/인/점/문/의		1544-9202		상무본점		383-5595
1496,20231226_161506_jpg.rf2.jpg,['G'],G
1497,20231226_161506_jpg.rf3.jpg,"['네인', 'main', '하페연화인나방']",네인		main		하페연화인나방
1498,20231226_161507_jpg.rf.jpg,['별미인용'],별미인용
1499,20231226_161507_jpg.rf2.jpg,"['방디', '애통']",방디		애통
1500,20231226_161507_jpg.rf3.jpg,[],
1501,20231226_161509_jpg.rf.jpg,"['돌감노래홀', 'B1']",돌감노래홀		B1
1502,20231226_161509_jpg.rf2.jpg,"['라마다 노래실', '3F']",라마다 노래실		3F
1503,20231226_161509_jpg.rf3.jpg,"['F', '2', '소']",F		2		소
1504,20231226_161509_jpg.rf4.jpg,[],
1505,20231226_161521_jpg.rf.jpg,"['CAS', 'DFFE']",CAS		DFFE
1506,20231226_161521_jpg.rf2.jpg,"['o', '지']",o		지
1507,20231226_161521_jpg.rf3.jpg,"['SIMAGONZD', 'MODRN TANSE STME IZAKAYA']",SIMAGONZD		MODRN TANSE STME IZAKAYA
1508,20231226_161521_jpg.rf4.jpg,['KEMIUM PUBLIC HOUSE'],KEMIUM PUBLIC HOUSE
1509,20231226_161521_jpg.rf5.jpg,"['KOPEAN LASER', 'HANMAC', '한맥']",KOPEAN LASER		HANMAC		한맥
1510,20231226_161525_jpg.rf.jpg,"['민속촌', '프리미엄']",민속촌		프리미엄
1511,20231226_161529_jpg.rf.jpg,"['수산', '오프E', '방탕출']",수산		오프E		방탕출
1512,20231226_161529_jpg.rf2.jpg,"['S', '575-7020']",S		575-7020
1513,20231226_161529_jpg.rf3.jpg,"['커코드', 'air', 'ine Bar']",커코드		air		ine Bar
1514,20231226_161533_jpg.rf.jpg,[],
1515,20231226_161533_jpg.rf2.jpg,"['라스터스관광호텔', 'HOTEE']",라스터스관광호텔		HOTEE
1516,20231226_161533_jpg.rf3.jpg,"['행의', '껑']",행의		껑
1517,20231226_161533_jpg.rf4.jpg,"['전통돼지갈비', 'merirdy om']",전통돼지갈비		merirdy om
1518,20231226_161533_jpg.rf5.jpg,[],
1519,20231226_161533_jpg.rf6.jpg,"['주차장', '늘이제한']",주차장		늘이제한
1520,20231226_161533_jpg.rf7.jpg,"['참찻 성신회', '385-062F']",참찻 성신회		385-062F
1521,20231226_161547_jpg.rf.jpg,"['빙고', 'NocO', '라이브', 'T381-7179', '지하']",빙고		NocO		라이브		T381-7179		지하
1522,20231226_161547_jpg.rf2.jpg,"['소피마 BAR', '2F']",소피마 BAR		2F
1523,20231226_161547_jpg.rf3.jpg,[],
1524,20231226_161547_jpg.rf4.jpg,[],
1525,20231226_161616_jpg.rf.jpg,"['HOTELB', 'BUSINESS HOTEL GWANGJU']",HOTELB		BUSINESS HOTEL GWANGJU
1526,20231226_161628_jpg.rf.jpg,"['크투마', '룸', '카페', '3F']",크투마		룸		카페		3F
1527,20231226_161628_jpg.rf2.jpg,"['푸케', '매매시파애', '공식시', '4F']",푸케		매매시파애		공식시		4F
1528,20231226_161628_jpg.rf3.jpg,['방'],방
1529,20231226_161628_jpg.rf4.jpg,['바디재널'],바디재널
1530,20231226_161628_jpg.rf5.jpg,"['F연중무휴', 'OF', '헬스/ 요가', '마국장의 생점강목', '디회하개!']",F연중무휴		OF		헬스/ 요가		마국장의 생점강목		디회하개!
1531,20231226_161628_jpg.rf6.jpg,[],
1532,20231226_161638_jpg.rf.jpg,"['마스터스', '데이술판']",마스터스		데이술판
1533,20231226_161638_jpg.rf2.jpg,"['RAISON', '래종']",RAISON		래종
1534,20231226_161638_jpg.rf3.jpg,[],
1535,20231226_161638_jpg.rf4.jpg,"['T', 'RAISON', '야이야사k', '리k']",T		RAISON		야이야사k		리k
1536,20231226_161638_jpg.rf5.jpg,"['마스터스룸', 'MASTERSROOM']",마스터스룸		MASTERSROOM
1537,20231226_161638_jpg.rf6.jpg,"['7', '노래홀']",7		노래홀
1538,20231226_161638_jpg.rf7.jpg,[],
1539,20231226_161638_jpg.rf8.jpg,"['스', '내트T-30']",스		내트T-30
1540,20231226_161638_jpg.rf9.jpg,"['돌', 'U', 'AR', 'A', '38456', '2F']",돌		U		AR		A		38456		2F
1541,20231226_161642_jpg.rf.jpg,"['다함께야구왕', '예약문의:385-3508', '6F']",다함께야구왕		예약문의:385-3508		6F
1542,20231226_161642_jpg.rf2.jpg,"['2층', '382-0908']",2층		382-0908
1543,20231226_161642_jpg.rf3.jpg,"['연중무휴', 'OPA', '헬스/ 요가', '마구장의 생품강문']",연중무휴		OPA		헬스/ 요가		마구장의 생품강문
1544,20231226_161642_jpg.rf4.jpg,['바디재널'],바디재널
1545,20231226_161642_jpg.rf5.jpg,"['보마마', '룸', '카페', '3F']",보마마		룸		카페		3F
1546,20231226_161642_jpg.rf6.jpg,[],
1547,20231226_161642_jpg.rf7.jpg,['시피시과어비'],시피시과어비
1548,20231226_161642_jpg.rf8.jpg,['무복0-3'],무복0-3
1549,20231226_161642_jpg.rf9.jpg,[],
1550,20231226_161648_jpg.rf.jpg,"['상무', '원', '공인중개사사무소', '대표황후권']",상무		원		공인중개사사무소		대표황후권
1551,20231226_161648_jpg.rf2.jpg,['1800-7240'],1800-7240
1552,20231226_161726_jpg.rf.jpg,"['BABY PASTEL STUDIO', '아기가족', '증명여권', '2F']",BABY PASTEL STUDIO		아기가족		증명여권		2F
1553,20231226_161727_jpg.rf.jpg,"['프', 'QED골', '아카데미', '상무절 이N', '실내연습장']",프		QED골		아카데미		상무절 이N		실내연습장
1554,20231226_161730_jpg.rf.jpg,"['RAMADA', 'EPLAZAHOTE']",RAMADA		EPLAZAHOTE
1555,20231226_161730_jpg.rf2.jpg,"['P', 'EPLA ZA HOTEL']",P		EPLA ZA HOTEL
1556,20231226_161739_jpg.rf.jpg,"['상무예닭공인중개사사무소', '384-3300', '대표이찬옥']",상무예닭공인중개사사무소		384-3300		대표이찬옥
1557,20231226_161822_jpg.rf.jpg,"['메인', 'main', 'Whiskey & Beer Wine Bar']",메인		main		Whiskey & Beer Wine Bar
1558,20231226_161822_jpg.rf10.jpg,"['2', '신원', 'GF']",2		신원		GF
1559,20231226_161822_jpg.rf11.jpg,[],
1560,20231226_161822_jpg.rf12.jpg,[],
1561,20231226_161822_jpg.rf2.jpg,"['중개 T372-2206', '황소부동산', '주', '법인', '대표 최두홍', '등록번호 : 가4104-2365']",중개 T372-2206		황소부동산		주		법인		대표 최두홍		등록번호 : 가4104-2365
1562,20231226_161822_jpg.rf3.jpg,"['wne Beer cCocktan', 'GIRLS GENE']",wne Beer cCocktan		GIRLS GENE
1563,20231226_161822_jpg.rf4.jpg,"['소녀시대 BAR', 'RATION']",소녀시대 BAR		RATION
1564,20231226_161822_jpg.rf5.jpg,[],
1565,20231226_161822_jpg.rf6.jpg,"['AE', '보', 'BAR', '06', '2365']",AE		보		BAR		06		2365
1566,20231226_161822_jpg.rf7.jpg,[],
1567,20231226_161822_jpg.rf8.jpg,"['엔이', 'main', '가제영회인국']",엔이		main		가제영회인국
1568,20231226_161822_jpg.rf9.jpg,"['2', '인', 'main', '가제영학인수']",2		인		main		가제영학인수
1569,20231226_161826_jpg.rf.jpg,"['황소부동산', '중개 T372-2206', '주', '법인', '대표 최두 홍', '등록번호 : 가4104-2365']",황소부동산		중개 T372-2206		주		법인		대표 최두 홍		등록번호 : 가4104-2365
1570,20231226_161826_jpg.rf2.jpg,"['소녀시대 BAR', 'ON']",소녀시대 BAR		ON
1571,20231226_161826_jpg.rf3.jpg,"['EBAR', '6', 'B', '365']",EBAR		6		B		365
1572,20231226_161826_jpg.rf4.jpg,['e Bar'],e Bar
1573,20231226_161837_jpg.rf.jpg,"['CU', 'Nice to']",CU		Nice to
1574,20231226_161837_jpg.rf2.jpg,['BUSINESSHOTELDUBA'],BUSINESSHOTELDUBA
1575,20231226_161854_jpg.rf.jpg,"['교보생명', 'KY080']",교보생명		KY080
1576,20231226_161854_jpg.rf2.jpg,"['The', 'Vile']",The		Vile
1577,20231226_161855_jpg.rf.jpg,"['Dua', 'HOTEL']",Dua		HOTEL
1578,20231226_161855_jpg.rf2.jpg,[],
1579,20231226_161858_jpg.rf.jpg,"['The', 'Vile']",The		Vile
1580,20231226_161909_jpg.rf.jpg,"['교보생명', 'KYOBO']",교보생명		KYOBO
1581,20231226_161922_jpg.rf.jpg,['로미오모텔'],로미오모텔
1582,20231226_161932_jpg.rf.jpg,"['비금', '정통일식', '2F']",비금		정통일식		2F
1583,20231226_161936_jpg.rf.jpg,"['3F', 'Flora', 'Bcstaupant']",3F		Flora		Bcstaupant
1584,20231226_161946_jpg.rf.jpg,"['모텔', '카페', '포장']",모텔		카페		포장
1585,20231226_161949_jpg.rf.jpg,"['디오빌세탁', '371-8200 지하1층']",디오빌세탁		371-8200 지하1층
1586,20231226_161949_jpg.rf2.jpg,"['대우디오빌', '공인중개사 등록번호 가404-123', '소녀폰', '공인중개사', 'GS25신', '중고폰', '010-3040-3032 지하1층', '지하 1층 T383-4959', '지하1층']",대우디오빌		공인중개사 등록번호 가404-123		소녀폰		공인중개사		GS25신		중고폰		010-3040-3032 지하1층		지하 1층 T383-4959		지하1층
1587,20231226_161949_jpg.rf3.jpg,"['롯네일아트', '구내를식당', '예약문의 080-3737-3737', '지하1층']",롯네일아트		구내를식당		예약문의 080-3737-3737		지하1층
1588,20231226_161949_jpg.rf4.jpg,[],
1589,20231226_162003_jpg.rf.jpg,['모텔중수'],모텔중수
1590,20231226_162012_jpg.rf.jpg,"['뉴목', '인링치', 'T385-2879', '임플']",뉴목		인링치		T385-2879		임플
1591,20231226_162012_jpg.rf10.jpg,"['더블유', '4F', '유흥주점룸소주']",더블유		4F		유흥주점룸소주
1592,20231226_162012_jpg.rf11.jpg,['HA 51E'],HA 51E
1593,20231226_162012_jpg.rf2.jpg,"['비뇨피', '375u', 'Sr']",비뇨피		375u		Sr
1594,20231226_162012_jpg.rf3.jpg,"['The', 'Vile']",The		Vile
1595,20231226_162012_jpg.rf4.jpg,"['Rcoffer cof', '2']",Rcoffer cof		2
1596,20231226_162012_jpg.rf5.jpg,"['시과일', '375-6699', 'S']",시과일		375-6699		S
1597,20231226_162012_jpg.rf6.jpg,[],
1598,20231226_162012_jpg.rf7.jpg,"['2879', '임플린트', '심미보철', '치아교정', '신경치료']",2879		임플린트		심미보철		치아교정		신경치료
1599,20231226_162012_jpg.rf8.jpg,"['술마시는', 'Tw비 야', '2F', '|세자', '유흥주점']",술마시는		Tw비 야		2F		|세자		유흥주점
1600,20231226_162012_jpg.rf9.jpg,"['24시', '짬돌장살', '뼈다귀전문점']",24시		짬돌장살		뼈다귀전문점
1601,20231226_162014_jpg.rf.jpg,"['유흥주점 | 소수', '술마시는', '대iw비& 야자네e', '2F', '매매-세K0', '유흥주점']",유흥주점 | 소수		술마시는		대iw비& 야자네e		2F		매매-세K0		유흥주점
1602,20231226_162017_jpg.rf.jpg,"['카페당께', 'Danke', 'cafe', 'i', '베이커리 카페']",카페당께		Danke		cafe		i		베이커리 카페
1603,20231226_162021_jpg.rf.jpg,"['24시', '짜돌마장', '뼈다귀전문점']",24시		짜돌마장		뼈다귀전문점
1604,20231226_162021_jpg.rf2.jpg,"['더블유', '4F', '유흥주점통소주']",더블유		4F		유흥주점통소주
1605,20231226_162021_jpg.rf3.jpg,['인 T'],인 T
1606,20231226_162025_jpg.rf.jpg,"['뉴욕연장치과', 'T385-2879']",뉴욕연장치과		T385-2879
1607,20231226_162025_jpg.rf2.jpg,"['임플린트', '치아교정', '심미보청', '신경치료']",임플린트		치아교정		심미보청		신경치료
1608,20231226_162027_jpg.rf.jpg,"['임플린트', '치아교정', '심미보철', '신경치료']",임플린트		치아교정		심미보철		신경치료
1609,20231226_162027_jpg.rf2.jpg,"['ne', 'Vitle']",ne		Vitle
1610,20231226_162027_jpg.rf3.jpg,"['ne', 'Ville']",ne		Ville
1611,20231226_162043_jpg.rf.jpg,"['돌솥', '인내자돌면사랑', '돌플뼈애장국', '빽 다쾌전골', '뼈다귀전문점 Tel381-9997 상무점', '|콩나물국밥']",돌솥		인내자돌면사랑		돌플뼈애장국		빽 다쾌전골		뼈다귀전문점 Tel381-9997 상무점		|콩나물국밥
1612,20231226_162043_jpg.rf2.jpg,['&유름'],&유름
1613,20231226_162043_jpg.rf3.jpg,['통m중기'],통m중기
1614,20231226_162043_jpg.rf4.jpg,[],
1615,20231226_162043_jpg.rf5.jpg,"['4', '룸']",4		룸
1616,20231226_162043_jpg.rf6.jpg,[],
1617,20231226_162045_jpg.rf.jpg,['CR centercom'],CR centercom
1618,20231226_162045_jpg.rf2.jpg,['375-6699'],375-6699
1619,20231226_162045_jpg.rf3.jpg,"['비뇨카과', '의어']",비뇨카과		의어
1620,20231226_162047_jpg.rf.jpg,"['몸O어ry', '이매E']",몸O어ry		이매E
1621,20231226_162047_jpg.rf2.jpg,"['le 술마시는', '골프&유료', '첨', '블', 'S']",le 술마시는		골프&유료		첨		블		S
1622,20231226_162047_jpg.rf3.jpg,"['더볶유', '4F', '유흥주점']",더볶유		4F		유흥주점
1623,20231226_162047_jpg.rf4.jpg,"['매름센', '3F', '4F', '유흥주점', '탕목방']",매름센		3F		4F		유흥주점		탕목방
1624,20231226_162047_jpg.rf5.jpg,[],
1625,20231226_162053_jpg.rf.jpg,['CR UROLOGY CENTER'],CR UROLOGY CENTER
1626,20231226_162053_jpg.rf2.jpg,['UROLOGY CENTER'],UROLOGY CENTER
1627,20231226_162053_jpg.rf3.jpg,"['구lora', '3F', 'BcstanmPanmt']",구lora		3F		BcstanmPanmt
1628,20231226_162053_jpg.rf4.jpg,['감성주점 광주야시장 평일 상무지구 직장인 & 단체 15어할인'],감성주점 광주야시장 평일 상무지구 직장인 & 단체 15어할인
1629,20231226_162053_jpg.rf5.jpg,"['광', '참', '주', '장', '시']",광		참		주		장		시
1630,20231226_162053_jpg.rf6.jpg,['정통일사'],정통일사
1631,20231226_162053_jpg.rf7.jpg,['UTOP BOUTIQUE HOT'],UTOP BOUTIQUE HOT
1632,20231226_162053_jpg.rf8.jpg,['UTOP BOUTIQUE HOTEL'],UTOP BOUTIQUE HOTEL
1633,20231226_162100_jpg.rf.jpg,['더블유'],더블유
1634,20231226_162100_jpg.rf2.jpg,"['보d', '유흥주점', 'mrimila']",보d		유흥주점		mrimila
1635,20231226_162100_jpg.rf3.jpg,['Dn Lloua nr'],Dn Lloua nr
1636,20231226_162100_jpg.rf4.jpg,"['Dn Loua Hine', '더블유']",Dn Loua Hine		더블유
1637,20231226_162100_jpg.rf5.jpg,"['D', '2F', 'J']",D		2F		J
1638,20231226_162110_jpg.rf.jpg,['할'],할
1639,20231226_162110_jpg.rf2.jpg,['옷'],옷
1640,20231226_162110_jpg.rf3.jpg,"['L', '더블유', '4F', '유흥주점']",L		더블유		4F		유흥주점
1641,20231226_162113_jpg.rf.jpg,"['emart24', 'Gowenece', 'iore']",emart24		Gowenece		iore
1642,20231226_162120_jpg.rf.jpg,"['도단점', 'F']",도단점		F
1643,20231226_162125_jpg.rf.jpg,"['더블육', '4F', '옥완주점']",더블육		4F		옥완주점
